title,company,salary,link,experience,grade,remote,metro,query,skills_found,published_date
Операционный директор,ООО ТД Микс-Трейд,Не указана,https://hh.ru/vacancy/132993197,Опыт 3-6 лет,не указан,Нет,Не указано,аналитик BI,Не найдено,
Руководитель системы управления качеством (направление Inform),ООО EMEX,Не указана,https://hh.ru/vacancy/132852561,Опыт 3-6 лет,не указан,Нет,Алма-Атинская,аналитик BI,Не найдено,
Начальник отдела проектного сопровождения,Московский фонд реновации жилой застройки,Не указана,https://hh.ru/vacancy/132722467,Опыт более 6 лет,не указан,Нет,Библиотека им.Ленина,аналитик BI,"power bi, excel, power query",
Ведущий программист MS Dynamics Nav,«Азбука вкуса». Tech,Не указана,https://hh.ru/vacancy/132914233,Опыт 3-6 лет,не указан,Да,Лужники,аналитик BI,"sql, oracle",
Руководитель направления CRM,Авилон Автомобильная Группа,Не указана,https://hh.ru/vacancy/132761193,Опыт 3-6 лет,не указан,Нет,Новохохловская,аналитик BI,Не найдено,
Интегратор / специалист по Bitrix24 (Middle+/Senior),ООО Фортекс-Т,Не указана,https://hh.ru/vacancy/132167103,Опыт 1-3 года,senior,Нет,Электрозаводская,аналитик BI,"1с, api",
Интегратор Битрикс24 (настройка),ООО Пуск,Не указана,https://hh.ru/vacancy/132779825,Опыт 1-3 года,не указан,Да,Не указано,аналитик BI,"sql, google sheets, 1с, api",
Менеджер контакт-центра,Легковые Автомобили,Не указана,https://hh.ru/vacancy/131927312,Опыт 3-6 лет,не указан,Нет,Баррикадная,аналитик BI,"power bi, excel",
Экономист,ООО Промэкспертиза,Не указана,https://hh.ru/vacancy/132538832,Опыт 1-3 года,не указан,Нет,Белорусская,аналитик BI,"power bi, tableau, excel, jira",
Руководитель направления по развитию процессов оценки залогов розничного бизнеса,"ПАО ВТБ, Подразделения Поддержки и Контроля",Не указана,https://hh.ru/vacancy/132658684,Опыт 3-6 лет,не указан,Нет,Деловой центр,аналитик BI,excel,
Инженер по автоматизации тестирования (Москва),Перфоманс Лаб,Не указана,https://hh.ru/vacancy/132169432,Опыт 1-3 года,не указан,Нет,Верхние Котлы,аналитик BI,"sql, postgresql, mysql, oracle, git, jira, api",
Data Center Network Engineer (Иностранный банк),ООО Цифровые привычки,Не указана,https://hh.ru/vacancy/133133343,Опыт 3-6 лет,не указан,Нет,Не указано,аналитик BI,Не найдено,
Руководитель системы управления качеством (Fulfilment),ООО EMEX,Не указана,https://hh.ru/vacancy/133130665,Опыт более 6 лет,не указан,Нет,Не указано,аналитик BI,Не найдено,
Бухгалтер,Ozon Офис и Коммерция,Не указана,https://hh.ru/vacancy/133013375,Опыт 3-6 лет,не указан,Нет,Не указано,аналитик BI,"power bi, excel, 1с",
Бухгалтер,Ozon Офис и Коммерция,Не указана,https://hh.ru/vacancy/133134402,Опыт 3-6 лет,не указан,Нет,Не указано,аналитик BI,"power bi, excel, 1с",
Менеджер по трейд-маркетингу,АО РУССКИЙ ПРОДУКТ,Не указана,https://hh.ru/vacancy/133099721,Опыт 3-6 лет,не указан,Нет,Молодежная,аналитик BI,excel,
SEO-специалист / Middle–Senior SEO Specialist,ООО Дивано-Ру,Не указана,https://hh.ru/vacancy/133089517,Опыт более 6 лет,senior,Да,Не указано,аналитик BI,"sql, power bi, excel, a/b",
Менеджер по маркетингу,ИНВИТРО. Маркетинг и реклама,Не указана,https://hh.ru/vacancy/133099923,Опыт 1-3 года,не указан,Нет,Киевская,аналитик BI,Не найдено,
C&B Партнер,АО Бюро кредитных историй Скоринг Бюро,Не указана,https://hh.ru/vacancy/130833035,Опыт 3-6 лет,не указан,Нет,Комсомольская,аналитик BI,excel,
Product Manager (развитие ДБО банка для юридических лиц),Цифра,Не указана,https://hh.ru/vacancy/133078499,Опыт 1-3 года,не указан,Нет,Деловой центр,аналитик BI,"jira, confluence, a/b, api",
Lead product marketing manager (Ташкент),UZUM TECHNOLOGIES. Операции,Не указана,https://hh.ru/vacancy/133083993,Опыт более 6 лет,lead,Нет,Не указано,аналитик BI,"power bi, a/b",
Бизнес-ассистент руководителя / Операционный менеджер (AI-Native),ООО Айкью,Не указана,https://hh.ru/vacancy/133063995,Опыт 3-6 лет,не указан,Да,Добрынинская,аналитик BI,"excel, google sheets, api",
Старший менеджер по работе с партнёрами,Lamoda,Не указана,https://hh.ru/vacancy/133085654,Опыт 3-6 лет,senior,Нет,Не указано,аналитик BI,excel,
Руководитель группы инженеров технической поддержки Yandex Cloud,Яндекс,Не указана,https://hh.ru/vacancy/127615326,Опыт 3-6 лет,не указан,Нет,Библиотека им.Ленина,аналитик BI,"postgresql, greenplum, power bi, excel",
